outer_repeat,outer_fold,branch,method,n_features,macro_ovr_auroc,macro_auprc,balanced_accuracy,accuracy,macro_f1
2,1,xgboost,random_bank_rep_05,20,0.8182750705313886,0.6604589789551831,0.6153173413293352,0.5858585858585859,0.6052722218865187
2,1,boruta_rf,elastic_net_native,58,0.841131569201625,0.6787234334543764,0.6337626641224843,0.6060606060606061,0.6273674242424243
2,1,boruta_rf,elastic_net_matched,18,0.8306699743605692,0.6660592285012991,0.6456771614192903,0.6161616161616161,0.6421855921855921
2,1,boruta_rf,stability_native,21,0.8471790531855596,0.6851908891224096,0.6696651674162918,0.6363636363636364,0.6703478554542384
2,1,boruta_rf,stability_matched,18,0.842683226625466,0.6794223491047696,0.6782858570714643,0.6464646464646465,0.6781669664777291
2,1,boruta_rf,random_bank_rep_01,18,0.8296288093758377,0.6704020909848636,0.6618736086502203,0.6363636363636364,0.6557692307692308
2,1,boruta_rf,random_bank_rep_02,18,0.7971929930144603,0.6117158542198277,0.5654672663668167,0.5353535353535354,0.5576036866359446
2,1,boruta_rf,random_bank_rep_03,18,0.8446995885743618,0.6865473049913187,0.6780700558811502,0.6565656565656566,0.6629934796612029
2,1,boruta_rf,random_bank_rep_04,18,0.841421136559871,0.6827583379892853,0.6465062923083913,0.6262626262626263,0.6255029284441048
2,1,boruta_rf,random_bank_rep_05,18,0.809490973795813,0.6313636097698722,0.6315137885602653,0.6060606060606061,0.6214227134743439
2,2,svm_l1,elastic_net_native,70,0.8258716902292753,0.6826963688118095,0.634090909090909,0.6122448979591837,0.6179271708683473
2,2,svm_l1,elastic_net_matched,15,0.8039279734713172,0.6402158116071665,0.5772727272727273,0.5408163265306123,0.5769432742801084
2,2,svm_l1,stability_native,58,0.824802351930835,0.6848272454150274,0.606060606060606,0.5816326530612245,0.5915032679738562
2,2,svm_l1,stability_matched,15,0.826525300035362,0.6596645730845021,0.6098484848484848,0.5816326530612245,0.5978163992869875
2,2,svm_l1,random_bank_rep_01,15,0.8536024089429661,0.7067167865040682,0.6734848484848484,0.6530612244897959,0.6617114367114367
2,2,svm_l1,random_bank_rep_02,15,0.8315898626657141,0.6751493276020986,0.6484848484848484,0.6326530612244898,0.6329759808853118
2,2,svm_l1,random_bank_rep_03,15,0.7942845789401517,0.6476950244448477,0.6363636363636362,0.6122448979591837,0.6272109966139817
2,2,svm_l1,random_bank_rep_04,15,0.823809014772637,0.6583924913653718,0.6386363636363636,0.6122448979591837,0.6349871815979491
2,2,svm_l1,random_bank_rep_05,15,0.8071234944106461,0.6214572713763485,0.640151515151515,0.6224489795918368,0.6255317146621494
2,2,xgboost,elastic_net_native,91,0.8404814097151558,0.7148506240438742,0.6295454545454545,0.6122448979591837,0.6120876708892512
2,2,xgboost,elastic_net_matched,20,0.8368457587304337,0.6889469225911931,0.6363636363636362,0.6122448979591837,0.6291738423268274
2,2,xgboost,stability_native,56,0.8268456775422719,0.6843432433093889,0.6295454545454545,0.6122448979591837,0.6135986733001658
2,2,xgboost,stability_matched,20,0.8437430087971884,0.7130612202019587,0.6409090909090909,0.6224489795918368,0.6301166233609281
2,2,xgboost,random_bank_rep_01,20,0.8387565672201895,0.6992193796626017,0.6386363636363637,0.6224489795918368,0.6162305356335207
2,2,xgboost,random_bank_rep_02,20,0.8237126263829049,0.6674984510807714,0.609090909090909,0.5816326530612245,0.6042536350844279
2,2,xgboost,random_bank_rep_03,20,0.8155731974423925,0.6654107373386634,0.634090909090909,0.6122448979591837,0.6200980392156862
2,2,xgboost,random_bank_rep_04,20,0.8334340517583552,0.6873505284277712,0.6174242424242423,0.5918367346938775,0.6074989425342922
2,2,xgboost,random_bank_rep_05,20,0.8343208520066105,0.7015728435998692,0.6409090909090909,0.6122448979591837,0.6358830845771144
2,2,boruta_rf,elastic_net_native,55,0.8310424289332958,0.6924630999787106,0.6136363636363635,0.5918367346938775,0.6010089274795158
2,2,boruta_rf,elastic_net_matched,17,0.8319955779514603,0.6908440835673729,0.6409090909090909,0.6224489795918368,0.6272281639928698
