outer_repeat,outer_fold,branch,method,features,feature_count
2,5,svm_l1,direct,"[""RNA::ADAM2"", ""RNA::AK2"", ""RNA::ANGEL2"", ""RNA::ANKRD27"", ""RNA::ATP5EP2"", ""RNA::ATP8B5P"", ""RNA::C10orf131"", ""RNA::C15orf21"", ""RNA::C1orf123"", ""RNA::C1orf87"", ""RNA::C3orf38"", ""RNA::C3orf48"", ""RNA::CARD8"", ""RNA::CCDC102A"", ""RNA::CDK11B"", ""RNA::CERKL"", ""RNA::CHRNA7"", ""RNA::CMC1"", ""RNA::CSDE1"", ""RNA::CT45A1"", ""RNA::CUL4A"", ""RNA::CXorf21"", ""RNA::ESM1"", ""RNA::FAM159A"", ""RNA::FOXD3"", ""RNA::FTHL3"", ""RNA::FYCO1"", ""RNA::G6PC2"", ""RNA::GCSH"", ""RNA::GLP1R"", ""RNA::GP9"", ""RNA::GPR182"", ""RNA::GRM8"", ""RNA::H3F3C"", ""RNA::HBZ"", ""RNA::HCG22"", ""RNA::HIST1H2BE"", ""RNA::HIST1H4H"", ""RNA::HNRNPA3P1"", ""RNA::LEKR1"", ""RNA::LIMD2"", ""RNA::LOC100129034"", ""RNA::LOC341056"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::MFNG"", ""RNA::MFSD2B"", ""RNA::MIA"", ""RNA::MSX2"", ""RNA::MSX2P1"", ""RNA::MYOZ2"", ""RNA::NACAP1"", ""RNA::NUDT3"", ""RNA::OR6C75"", ""RNA::PA2G4P4"", ""RNA::PABPC4"", ""RNA::PCDHGB7"", ""RNA::PMP2"", ""RNA::PPIAL4C"", ""RNA::PRR5-ARHGAP8"", ""RNA::PWP1"", ""RNA::RGAG4"", ""RNA::RPL13AP3"", ""RNA::SCN7A"", ""RNA::SFRS4"", ""RNA::SHQ1"", ""RNA::SLC16A10"", ""RNA::SLC47A1"", ""RNA::SNORD115-7"", ""RNA::SRXN1"", ""RNA::ST6GAL1"", ""RNA::SUMO1P3"", ""RNA::SUSD3"", ""RNA::SYF2"", ""RNA::TARDBP"", ""RNA::THRAP3"", ""RNA::TMEM159"", ""RNA::TMEM178"", ""RNA::TMEM18"", ""RNA::TMX2"", ""RNA::TRIM35"", ""SCNV::DAB1"", ""SCNV::LINC00662"", ""SCNV::RN7SL150P""]",85
2,5,svm_l1,rfecv_only,"[""RNA::AK2"", ""RNA::ANGEL2"", ""RNA::FAM159A"", ""RNA::FTHL3"", ""RNA::GCSH"", ""RNA::HNRNPA3P1"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::NACAP1"", ""RNA::PPIAL4C"", ""RNA::RPL13AP3"", ""RNA::SYF2"", ""SCNV::DAB1""]",13
2,5,svm_l1,highest_locking_score,"[""RNA::CMC1"", ""RNA::FAM159A"", ""RNA::GLP1R"", ""RNA::HIST1H4H"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::OR6C75"", ""RNA::PA2G4P4"", ""RNA::PPIAL4C"", ""RNA::SLC16A10"", ""RNA::SYF2"", ""RNA::TARDBP"", ""RNA::TRIM35""]",13
2,5,svm_l1,legacy_top3_medoid,"[""RNA::CMC1"", ""RNA::FAM159A"", ""RNA::GLP1R"", ""RNA::HIST1H4H"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::OR6C75"", ""RNA::PA2G4P4"", ""RNA::PPIAL4C"", ""RNA::SLC16A10"", ""RNA::SYF2"", ""RNA::TARDBP"", ""RNA::TRIM35""]",13
2,5,svm_l1,unrestricted_medoid,"[""RNA::ANGEL2"", ""RNA::CT45A1"", ""RNA::ESM1"", ""RNA::G6PC2"", ""RNA::HIST1H4H"", ""RNA::MFNG"", ""RNA::MFSD2B"", ""RNA::PA2G4P4"", ""RNA::SHQ1"", ""RNA::SLC16A10"", ""RNA::SRXN1"", ""RNA::TARDBP"", ""RNA::TRIM35""]",13
2,5,svm_l1,regret_constrained_medoid,"[""RNA::ANGEL2"", ""RNA::CT45A1"", ""RNA::ESM1"", ""RNA::G6PC2"", ""RNA::HIST1H4H"", ""RNA::MFNG"", ""RNA::MFSD2B"", ""RNA::PA2G4P4"", ""RNA::SHQ1"", ""RNA::SLC16A10"", ""RNA::SRXN1"", ""RNA::TARDBP"", ""RNA::TRIM35""]",13
2,5,xgboost,direct,"[""RNA::ABCA10"", ""RNA::ABCA5"", ""RNA::ADAMDEC1"", ""RNA::AFMID"", ""RNA::AIFM3"", ""RNA::ANKRD20A3"", ""RNA::ANO5"", ""RNA::ANP32D"", ""RNA::AOX1"", ""RNA::APBA3"", ""RNA::APLF"", ""RNA::APOBEC2"", ""RNA::APOBEC3G"", ""RNA::ARHGEF1"", ""RNA::ATP13A1"", ""RNA::BCL11B"", ""RNA::BTRC"", ""RNA::C12orf24"", ""RNA::C3orf38"", ""RNA::CCDC126"", ""RNA::CDH5"", ""RNA::CLEC18B"", ""RNA::CLEC7A"", ""RNA::COL1A1"", ""RNA::CRIP3"", ""RNA::CYB5D2"", ""RNA::CYP21A2"", ""RNA::CYP4F12"", ""RNA::DLGAP1"", ""RNA::EEF1A1P9"", ""RNA::FADD"", ""RNA::FAF2"", ""RNA::FAM168A"", ""RNA::FAM171B"", ""RNA::FCRLB"", ""RNA::FOXL2"", ""RNA::FTHL3"", ""RNA::GBP1"", ""RNA::GCSH"", ""RNA::GFOD2"", ""RNA::GLIS2"", ""RNA::GUCY1B3"", ""RNA::HUS1B"", ""RNA::IKBKAP"", ""RNA::ITIH3"", ""RNA::KCTD5"", ""RNA::KDELR1"", ""RNA::KIF5B"", ""RNA::LMO2"", ""RNA::LMOD1"", ""RNA::LOC148413"", ""RNA::LOC286467"", ""RNA::LOC442454"", ""RNA::MED8"", ""RNA::MEX3C"", ""RNA::MRPL52"", ""RNA::NALCN"", ""RNA::NEUROG2"", ""RNA::NFIA"", ""RNA::NLGN3"", ""RNA::PABPC4"", ""RNA::PCDHGB7"", ""RNA::PITX1"", ""RNA::PLEKHH2"", ""RNA::PPCDC"", ""RNA::PTAR1"", ""RNA::RAP1GAP"", ""RNA::RAVER2"", ""RNA::RGS4"", ""RNA::RGS9"", ""RNA::RHBDD1"", ""RNA::RNF183"", ""RNA::RPL12"", ""RNA::RRP8"", ""RNA::RYBP"", ""RNA::S100PBP"", ""RNA::S1PR2"", ""RNA::SAMD13"", ""RNA::SESN3"", ""RNA::SLC22A2"", ""RNA::SMAD7"", ""RNA::SNRNP40"", ""RNA::SYT14"", ""RNA::TARDBP"", ""RNA::TRIM11"", ""RNA::TTC1"", ""RNA::TTC39C"", ""RNA::USP30"", ""RNA::WNT7A"", ""RNA::WWC2"", ""RNA::YY1AP1"", ""RNA::ZBTB42"", ""RNA::ZCCHC14"", ""RNA::ZMAT2"", ""RNA::ZNF425"", ""RNA::ZNF460"", ""SCNV::DAB1"", ""SCNV::MAP3K6"", ""SCNV::SLC2A13"", ""SCNV::ZNF479""]",100
2,5,xgboost,rfecv_only,"[""RNA::C3orf38"", ""RNA::EEF1A1P9"", ""RNA::FTHL3"", ""RNA::GCSH"", ""RNA::KDELR1"", ""RNA::KIF5B"", ""RNA::LOC148413"", ""RNA::LOC442454"", ""RNA::MED8"", ""RNA::NALCN"", ""RNA::NFIA"", ""RNA::RGS9"", ""RNA::RPL12"", ""RNA::S100PBP"", ""RNA::SNRNP40"", ""RNA::TARDBP"", ""RNA::ZBTB42"", ""RNA::ZMAT2"", ""SCNV::DAB1"", ""SCNV::MAP3K6""]",20
2,5,xgboost,highest_locking_score,"[""RNA::ABCA10"", ""RNA::AFMID"", ""RNA::APBA3"", ""RNA::APLF"", ""RNA::APOBEC3G"", ""RNA::CYP21A2"", ""RNA::FAF2"", ""RNA::FCRLB"", ""RNA::FOXL2"", ""RNA::FTHL3"", ""RNA::GFOD2"", ""RNA::GLIS2"", ""RNA::LOC286467"", ""RNA::MRPL52"", ""RNA::PPCDC"", ""RNA::RNF183"", ""RNA::S1PR2"", ""RNA::TARDBP"", ""RNA::TTC39C"", ""SCNV::MAP3K6""]",20
2,5,xgboost,legacy_top3_medoid,"[""RNA::ABCA10"", ""RNA::AFMID"", ""RNA::APBA3"", ""RNA::APLF"", ""RNA::APOBEC3G"", ""RNA::CYP21A2"", ""RNA::FAF2"", ""RNA::FCRLB"", ""RNA::FOXL2"", ""RNA::FTHL3"", ""RNA::GFOD2"", ""RNA::GLIS2"", ""RNA::LOC286467"", ""RNA::MRPL52"", ""RNA::PPCDC"", ""RNA::RNF183"", ""RNA::S1PR2"", ""RNA::TARDBP"", ""RNA::TTC39C"", ""SCNV::MAP3K6""]",20
2,5,xgboost,unrestricted_medoid,"[""RNA::AOX1"", ""RNA::APBA3"", ""RNA::ARHGEF1"", ""RNA::BTRC"", ""RNA::C12orf24"", ""RNA::CCDC126"", ""RNA::CYB5D2"", ""RNA::CYP21A2"", ""RNA::DLGAP1"", ""RNA::EEF1A1P9"", ""RNA::FOXL2"", ""RNA::GCSH"", ""RNA::LOC148413"", ""RNA::PLEKHH2"", ""RNA::PTAR1"", ""RNA::RGS4"", ""RNA::RPL12"", ""RNA::TARDBP"", ""RNA::USP30"", ""RNA::ZBTB42""]",20
2,5,xgboost,regret_constrained_medoid,"[""RNA::ABCA10"", ""RNA::AFMID"", ""RNA::APBA3"", ""RNA::APLF"", ""RNA::APOBEC3G"", ""RNA::CYP21A2"", ""RNA::FAF2"", ""RNA::FCRLB"", ""RNA::FOXL2"", ""RNA::FTHL3"", ""RNA::GFOD2"", ""RNA::GLIS2"", ""RNA::LOC286467"", ""RNA::MRPL52"", ""RNA::PPCDC"", ""RNA::RNF183"", ""RNA::S1PR2"", ""RNA::TARDBP"", ""RNA::TTC39C"", ""SCNV::MAP3K6""]",20
2,5,boruta_rf,direct,"[""RNA::ACBD5"", ""RNA::ACTL6A"", ""RNA::AK2"", ""RNA::ANXA2P1"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP6V1C2"", ""RNA::ATP8B5P"", ""RNA::BAGE2"", ""RNA::BZW1"", ""RNA::C12orf48"", ""RNA::C15orf21"", ""RNA::C1orf116"", ""RNA::C3orf38"", ""RNA::CAPZA1"", ""RNA::CDC26"", ""RNA::CEP170L"", ""RNA::CKLF"", ""RNA::CLIC1"", ""RNA::CMC1"", ""RNA::CNIH4"", ""RNA::CNPY3"", ""RNA::COMMD10"", ""RNA::CPEB3"", ""RNA::CTCFL"", ""RNA::DDOST"", ""RNA::DST"", ""RNA::DSTYK"", ""RNA::DYNC1H1"", ""RNA::EDARADD"", ""RNA::EEF1A1P9"", ""RNA::EIF3A"", ""RNA::FAF1"", ""RNA::FAM71D"", ""RNA::FAM90A7"", ""RNA::FTHL3"", ""RNA::GBAP1"", ""RNA::GCSH"", ""RNA::GGTLC1"", ""RNA::GNAO1"", ""RNA::GPN1"", ""RNA::GPX7"", ""RNA::GUSB"", ""RNA::GUSBL1"", ""RNA::H3F3C"", ""RNA::HDAC1"", ""RNA::HERC2"", ""RNA::HIST1H2BE"", ""RNA::HMGN5"", ""RNA::HNRNPA3P1"", ""RNA::HNRNPUL2"", ""RNA::HTATSF1"", ""RNA::IFNGR2"", ""RNA::IGFBP2"", ""RNA::IK"", ""RNA::IKBIP"", ""RNA::KTI12"", ""RNA::LDHA"", ""RNA::LOC284232"", ""RNA::LOC341056"", ""RNA::LOC399744"", ""RNA::LOC407835"", ""RNA::LOC442454"", ""RNA::LOC541471"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::LRRC37A4"", ""RNA::LRRC42"", ""RNA::LSM14A"", ""RNA::LYPLA1"", ""RNA::MADD"", ""RNA::MAGOH"", ""RNA::MFSD2B"", ""RNA::MPRIP"", ""RNA::MTX1"", ""RNA::MYH6"", ""RNA::MYO18A"", ""RNA::NACA2"", ""RNA::NACAP1"", ""RNA::NALCN"", ""RNA::NCRNA00152"", ""RNA::NFIA"", ""RNA::NUP37"", ""RNA::OSTC"", ""RNA::PA2G4P4"", ""RNA::PIGC"", ""RNA::PMS2L2"", ""RNA::POLE2"", ""RNA::PPIA"", ""RNA::PPIAL4C"", ""RNA::PPIL5"", ""RNA::PRDX4"", ""RNA::PVT1"", ""RNA::RAB6C"", ""RNA::RAP1B"", ""RNA::RASGRF1"", ""RNA::RGPD4"", ""RNA::RPL12"", ""RNA::RPL13AP3""]",100
2,5,boruta_rf,rfecv_only,"[""RNA::ASAP3"", ""RNA::EEF1A1P9"", ""RNA::FTHL3"", ""RNA::LOC442454"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::NACAP1"", ""RNA::NFIA"", ""RNA::RPL13AP3""]",9
2,5,boruta_rf,highest_locking_score,"[""RNA::ACBD5"", ""RNA::ATP8B5P"", ""RNA::BZW1"", ""RNA::DST"", ""RNA::EDARADD"", ""RNA::EIF3A"", ""RNA::FAF1"", ""RNA::FTHL3"", ""RNA::GCSH"", ""RNA::HIST1H2BE"", ""RNA::HMGN5"", ""RNA::IKBIP"", ""RNA::LOC442454"", ""RNA::MAGOH"", ""RNA::MFSD2B"", ""RNA::MYO18A"", ""RNA::NACA2"", ""RNA::NCRNA00152"", ""RNA::PVT1"", ""RNA::RAB6C""]",20
2,5,boruta_rf,legacy_top3_medoid,"[""RNA::C1orf116"", ""RNA::CPEB3"", ""RNA::DSTYK"", ""RNA::EIF3A"", ""RNA::GNAO1"", ""RNA::HDAC1"", ""RNA::HERC2"", ""RNA::HIST1H2BE"", ""RNA::HNRNPA3P1"", ""RNA::KTI12"", ""RNA::LOC399744"", ""RNA::MFSD2B"", ""RNA::NACA2"", ""RNA::PPIA"", ""RNA::PPIAL4C"", ""RNA::RASGRF1""]",16
2,5,boruta_rf,unrestricted_medoid,"[""RNA::ACBD5"", ""RNA::ANXA2P1"", ""RNA::ASAP3"", ""RNA::ATP8B5P"", ""RNA::C15orf21"", ""RNA::CNPY3"", ""RNA::DSTYK"", ""RNA::FAF1"", ""RNA::HNRNPA3P1"", ""RNA::HNRNPUL2"", ""RNA::KTI12"", ""RNA::LOC442454"", ""RNA::LRRC42"", ""RNA::MYO18A"", ""RNA::PMS2L2""]",15
2,5,boruta_rf,regret_constrained_medoid,"[""RNA::ACBD5"", ""RNA::ATP8B5P"", ""RNA::BZW1"", ""RNA::DST"", ""RNA::EDARADD"", ""RNA::EIF3A"", ""RNA::FAF1"", ""RNA::FTHL3"", ""RNA::GCSH"", ""RNA::HIST1H2BE"", ""RNA::HMGN5"", ""RNA::IKBIP"", ""RNA::LOC442454"", ""RNA::MAGOH"", ""RNA::MFSD2B"", ""RNA::MYO18A"", ""RNA::NACA2"", ""RNA::NCRNA00152"", ""RNA::PVT1"", ""RNA::RAB6C""]",20
